x	G	delta_G	rs	theta
0.7482196781155723	0.19373681347727045	0.0005429903851385832	14.0	2.0
1.0581420030584403	0.3703982344994716	0.0010183239673856013	14.0	2.0
1.2959545908691383	0.5287612345903817	0.0005522537234853883	14.0	2.0
1.4964393562311447	0.6676559249432903	0.0007831285222710285	14.0	2.0
1.6730699141655134	0.7892390918382372	0.000598683074778038	14.0	2.0
1.832761796366863	0.8899367529913255	0.0007749270609333357	14.0	2.0
2.1162840061168806	1.0466079584081325	0.0029238621921926795	14.0	2.0
2.244659034346717	1.1016488730095084	0.0008764436970094347	14.0	2.0
2.3660820565586516	1.1445225394488705	0.0011310922102616935	14.0	2.0
2.4815670589399756	1.1779800516136998	0.0011342908167651174	14.0	2.0
2.5919091817382767	1.210324531636241	0.013265828258969308	14.0	2.0
2.6977503730433505	1.2196544365226247	0.0012662979446150218	14.0	2.0
2.799586683651858	1.2212514607678264	0.011133421675373959	14.0	2.0
2.9928787124622893	1.2406812211835252	0.002390939829798473	14.0	2.0
3.0849909684833223	1.2379943305961107	0.0018184539420089908	14.0	2.0
3.174433304039978	1.231596587161897	0.0027962088983711606	14.0	2.0
3.261417270207302	1.226448955084698	0.0021098777911332314	14.0	2.0
3.346139828331027	1.230140153010894	0.007522272880832542	14.0	2.0
3.4287760551629165	1.2161130146172412	0.002317808899703349	14.0	2.0
3.5094645531314477	1.2133309897176716	0.0029614615445864184	14.0	2.0
3.665516297869069	1.2014419012108268	0.0031520127661969198	14.0	2.0
3.741098390577861	1.1876472888234542	0.0031286887433475113	14.0	2.0
3.8151923308966738	1.1795534044770488	0.003427388222871968	14.0	2.0
3.8878637726074143	1.17567786935544	0.0030850250047802447	14.0	2.0
4.029289313708213	1.1654752506936779	0.003853415390475488	14.0	2.0
4.09817472066209	1.154738467428583	0.005560518952755427	14.0	2.0
4.2325753070984184	1.1570915528615113	0.010910312879467515	14.0	2.0
4.29819990955072	1.1455882664925325	0.004674699188143031	14.0	2.0
4.362839705274358	1.1405882353079038	0.005224392664893572	14.0	2.0
4.426531168592616	1.128849858814557	0.005597766617451933	14.0	2.0
4.48932536355809	1.1415911727039965	0.006241589857405023	14.0	2.0
4.551244174764753	1.1293780636905508	0.005591208810346687	14.0	2.0
4.6123386662652015	1.1358072371726764	0.00567647220115144	14.0	2.0
4.732164113117303	1.1407847697874058	0.007830543736838473	14.0	2.0
4.7909461325215545	1.1315983240646885	0.006964281872851855	14.0	2.0
4.8490205500540995	1.1483219573600332	0.008292104012505923	14.0	2.0
4.906409250308908	1.1489987104156532	0.007561779849844617	14.0	2.0
4.963134117879951	1.1361119681762124	0.013265915514346126	14.0	2.0
