x	G	delta_G	rs	theta
0.8426819226796078	0.1315138044315608	0.001039366818967562	0.5	4.0
1.1917307752708224	0.10827985778991966	0.11815957760109712	0.5	4.0
1.4595669417617403	0.2635246958080225	0.0033080823104937743	0.5	4.0
1.6853638453592157	0.3928744004896446	0.06337768306113824	0.5	4.0
1.8842921992405242	0.37832565726100553	0.0054668244809223865	0.5	4.0
2.0641392714267672	0.522374957602779	0.044397759777206225	0.5	4.0
2.3834641558504504	0.3523342572938727	0.29981106274438746	0.5	4.0
2.5280457680388233	0.5728848470031567	0.010294429749689122	0.5	4.0
2.664788006029975	0.6628374114087345	0.07389220628753404	0.5	4.0
2.7948710747130177	0.6199288603763234	0.013065294001081898	0.5	4.0
2.9191443047587042	0.7703305384286779	1.4247431556005166	0.5	4.0
3.0383371826327124	0.7084729303154708	0.017016058727087863	0.5	4.0
3.153022876272358	2.415873311911956	1.1420459929897235	0.5	4.0
3.3707224801008193	0.9382861158125541	0.1721612553762229	0.5	4.0
3.474465876755311	0.7925242790966389	0.024133285627695965	0.5	4.0
3.5751871151948547	0.7389029145625892	0.20465877673890326	0.5	4.0
3.6731727793881106	0.8489606819269941	0.028291965077446316	0.5	4.0
3.7685791878634363	0.9657266325167215	0.6411030538828648	0.5	4.0
3.861640818413372	0.9172736564718023	0.03241341300906328	0.5	4.0
3.952540042654336	0.8286455100277904	0.11936568407801855	0.5	4.0
4.12826812161831	0.9934074173410514	0.17646162366326185	0.5	4.0
4.213409613398039	0.9340724431651467	0.041364300622261506	0.5	4.0
4.296857654453874	1.0343470048291648	0.11554889983131585	0.5	4.0
4.378690404049996	0.9055558292802852	0.0468799574368672	0.5	4.0
4.537978984448178	0.9067186947720159	0.05250826799525501	0.5	4.0
4.615565080690538	1.2014821437028398	0.35119377820110403	0.5	4.0
4.766933522318514	0.8848393975913872	1.1383321000977247	0.5	4.0
4.840846133144428	0.9987705253588465	0.06870007278240155	0.5	4.0
4.913638461183767	0.6427262819451689	0.21177282764464658	0.5	4.0
4.985362612612652	1.0966496814923412	0.0744603626155665	0.5	4.0
