x	G	delta_G	rs	theta
0.6269217107263253	0.11454460245356446	0.002004687168962802	6.0	4.0
0.8866011764074521	0.21527537104964145	0.009707159325309614	6.0	4.0
1.0858604045071212	0.2994119925517795	0.002826695526021119	6.0	4.0
1.2538434214526506	0.37765597089141656	0.005777566166110267	6.0	4.0
1.401839551362153	0.44909602149873074	0.0035735701731775538	6.0	4.0
1.5356388325260588	0.5069738607785172	0.005062903853599121	6.0	4.0
1.7732023528149041	0.6396492739030188	0.02072579926301094	6.0	4.0
1.880765132178976	0.659404550181711	0.004910270712417344	6.0	4.0
1.982500356805811	0.7135314500364893	0.007360404714058397	6.0	4.0
2.079264652230818	0.7412711205322009	0.005482762784673533	6.0	4.0
2.1717208090142424	0.7037115957270733	0.10051715369926187	6.0	4.0
2.260397183781937	0.8075932853746642	0.006274549777197671	6.0	4.0
2.3457252156721737	0.9734419097871271	0.08114675921707089	6.0	4.0
2.507686842905301	0.9086150986778119	0.013861133191323781	6.0	4.0
2.584864426726882	0.916435695700559	0.007609780934751429	6.0	4.0
2.659803529222356	0.9394606283691888	0.015238194657450684	6.0	4.0
2.7326886062551887	0.9637527545383233	0.008355426925680764	6.0	4.0
2.803679102724306	1.0685682016845208	0.04887796729453464	6.0	4.0
2.872915705305231	1.004290465155386	0.009159545032257695	6.0	4.0
2.940523468820652	1.0095691085692728	0.012756088279565921	6.0	4.0
3.0712745386815508	1.0525772395632227	0.014104136547800607	6.0	4.0
3.1345929217787902	1.0925257020804535	0.010692112829606098	6.0	4.0
3.1966826412431257	1.0729680446010823	0.012645705594866457	6.0	4.0
3.2575843398919306	1.1191434995606064	0.011680471900050858	6.0	4.0
3.3760737843883217	1.102606357663024	0.012372663731244762	6.0	4.0
3.433786585058595	1.1616393190746457	0.02281259363947039	6.0	4.0
3.5463984528886736	1.1433271575541661	0.06074745669040041	6.0	4.0
3.6013913111654947	1.1790733498815569	0.014103449777556652	6.0	4.0
3.6555400493891748	1.137119874464518	0.018240813463651803	6.0	4.0
3.7089071949710584	1.1938544970511193	0.015267373809675706	6.0	4.0
3.7615240116168174	1.1708434530666882	0.019066360853565452	6.0	4.0
3.8134217630321228	1.2047859298863928	0.016613592674722365	6.0	4.0
3.8646004492169754	1.223342606922662	0.01823576782505468	6.0	4.0
3.9649882081293533	1.1979843320962955	0.024269070568439133	6.0	4.0
4.014259808268221	1.2199274094982433	0.018063424797255607	6.0	4.0
4.0629061342936525	1.2222035665783006	0.024910510237527078	6.0	4.0
4.11098971361699	1.2424496714722468	0.01925534253946964	6.0	4.0
4.158541809943905	1.1948951561433885	0.05018792545684178	6.0	4.0
4.205531159568727	1.223025047260574	0.020552570123784947	6.0	4.0
4.251989026197127	1.229548033836938	0.03991269855032518	6.0	4.0
4.34343536528735	0.5517664242501599	0.3694523906192996	6.0	4.0
4.388455101454844	1.262878960025827	0.022678718367086004	6.0	4.0
4.43300588203726	1.1839256918683962	0.05105573135011087	6.0	4.0
4.47711897074027	1.2282289040886512	0.023400847527758784	6.0	4.0
4.520794367563874	1.2397066655469489	0.0361295958278554	6.0	4.0
4.564063336213743	1.2843922828958898	0.02534301741829718	6.0	4.0
4.606925876689878	1.243700697619433	0.027545685156847764	6.0	4.0
4.691462936826617	1.4145420662225123	0.2895879146881606	6.0	4.0
4.733168720192892	1.2565877033059512	0.028321619111658848	6.0	4.0
4.774499339091106	1.2912049968749886	0.06068326004362899	6.0	4.0
4.815486057226928	1.2429335002162434	0.028372160555839424	6.0	4.0
4.896427791211402	1.2814519041836863	0.0298486674499044	6.0	4.0
4.9363828070600535	1.2044284972389474	0.04047892182255265	6.0	4.0
