x	G	delta_G	rs	theta
0.7482196781155723	0.188165224197414	0.013785244936686444	14.0	0.5
1.0581420030584403	0.36554772847554007	0.014430211024983907	14.0	0.5
1.2959545908691383	0.5264252974842089	0.015106242733419898	14.0	0.5
1.4964393562311447	0.6984255861531783	0.014848138891235643	14.0	0.5
1.6730699141655134	0.8548918836020369	0.015169186350803499	14.0	0.5
1.832761796366863	0.9820562331600708	0.015697486792516514	14.0	0.5
2.1162840061168806	1.245118171566101	0.018408998563854768	14.0	0.5
2.244659034346717	1.3110033708005737	0.02166435069775133	14.0	0.5
2.3660820565586516	1.379159548219217	0.025660470296942947	14.0	0.5
2.4815670589399756	1.440266949819787	0.029263759324809117	14.0	0.5
2.5919091817382767	1.4652864093512137	0.035305308708978925	14.0	0.5
2.6977503730433505	1.4274232676766503	0.0419267038325134	14.0	0.5
2.799586683651858	1.4456321339866853	0.047374099466523906	14.0	0.5
2.9928787124622893	1.4615595882564927	0.061396794392912006	14.0	0.5
3.0849909684833223	1.3590542427332726	0.06763040089224559	14.0	0.5
3.174433304039978	1.422568527844855	0.07665013437525779	14.0	0.5
3.261417270207302	1.4247950366982975	0.08397310750706287	14.0	0.5
3.346139828331027	1.5925022310940666	0.09339149277465775	14.0	0.5
3.4287760551629165	1.3992940220635186	0.10433153423561499	14.0	0.5
3.5094645531314477	1.3147616624351164	0.11293857925495202	14.0	0.5
3.665516297869069	1.3941174966996774	0.12939961689394075	14.0	0.5
3.741098390577861	1.5417359829563402	0.14012236772962286	14.0	0.5
3.8151923308966738	1.4738126589557632	0.14931287298543416	14.0	0.5
3.8878637726074143	1.5672182185602948	0.16518392632592577	14.0	0.5
4.029289313708213	1.4894130555797802	0.18759955506415005	14.0	0.5
4.09817472066209	1.9422513002161916	0.19107218657281388	14.0	0.5
4.2325753070984184	2.0204800412386716	0.22166503807106236	14.0	0.5
4.29819990955072	2.0618819366091374	0.23316891110828755	14.0	0.5
4.362839705274358	1.5340465431078643	0.25031891451969795	14.0	0.5
4.426531168592616	2.059918899307633	0.2682968166521553	14.0	0.5
4.48932536355809	1.755513056873344	0.28563577746512503	14.0	0.5
4.551244174764753	2.1985490089394406	0.29976099583386695	14.0	0.5
4.6123386662652015	1.926437111725593	0.3136575039197601	14.0	0.5
4.732164113117303	2.1569154649239337	0.34821865950509984	14.0	0.5
4.7909461325215545	1.8711224297901594	0.3614663880186183	14.0	0.5
4.8490205500540995	1.6883655088319802	0.3871550510577825	14.0	0.5
4.906409250308908	1.978772632050687	0.406747997932847	14.0	0.5
4.963134117879951	1.7275101243009887	0.4183152691431386	14.0	0.5
