x	G	delta_G	rs	theta
0.8426795779016824	0.17868476553316048	0.00967256267645109	0.85	1.5
1.1917310358017028	0.3556607116467978	0.018455396236054807	0.85	1.5
1.4595674628235014	0.44814116752437916	0.021562977256712905	0.85	1.5
1.685363584828335	0.5487466163247368	0.02744595925220555	0.85	1.5
1.8842932413640463	0.7025368210381506	0.03224044486252093	0.85	1.5
2.0641382293032455	0.7215209811050727	0.03839541876262482	0.85	1.5
2.3834620716034056	0.7656213307559869	0.059536822536757114	0.85	1.5
2.5280431627300177	0.9320991796291926	0.055265243333011575	0.85	1.5
2.664793737709348	0.9848026831846116	0.06391670711073817	0.85	1.5
2.7948609140086744	0.8006559346568523	0.06993732667577343	0.85	1.5
2.9191349256470027	1.0519231274708676	0.24096821203991384	0.85	1.5
3.0383332746695033	1.2016389577962798	0.0860108770379335	0.85	1.5
3.153027305297329	0.9944500092080493	0.1899186074759267	0.85	1.5
3.37072716965667	0.87716943973902	0.11817162482459026	0.85	1.5
3.4744637925082666	0.62881559412413	0.1251599786076337	0.85	1.5
3.575197536430079	0.9121340172101947	0.13812327615460918	0.85	1.5
3.6731631397455278	0.729703540307651	0.1466294342508583	0.85	1.5
3.7685864827280926	0.913256288413144	0.2018204672502425	0.85	1.5
3.8616535844265214	0.6551437175718606	0.16405468729248582	0.85	1.5
3.9525283187647093	0.7215484451943734	0.1778524284624868	0.85	1.5
4.12828088763146	0.8635740196320589	0.20425821204433225	0.85	1.5
4.213406747558353	0.7642096134248844	0.2246471237316214	0.85	1.5
4.296849577996576	0.9799818209580995	0.23636345337218198	0.85	1.5
4.378702388470504	0.10695219237828224	0.2507217281080677	0.85	1.5
4.537978984448178	-0.31059916461829684	0.2895491447114437	0.85	1.5
4.615575501925763	0.2218175233486389	0.3066346761018514	0.85	1.5
4.7669152851568715	-0.27189235409633605	0.3894399167692649	0.85	1.5
4.840835711909204	-0.3172729018360281	0.35311205537171597	0.85	1.5
4.9136488824189914	-0.16970138263289303	0.3736953548273252	0.85	1.5
4.9853547966862335	-0.2287132929976925	0.3956814586772171	0.85	1.5
