x	G	delta_G	rs	theta
0.8426819226796078	0.228965997270821	0.0005129379745541305	10.0	0.85
1.1917307752708224	0.44912911915358866	0.0006206023540704295	10.0	0.85
1.45956694176174	0.6528191599304605	0.0006163293745076391	10.0	0.85
1.6853638453592157	0.8378831167335664	0.0006851522390756698	10.0	0.85
1.8842948045493302	0.9946806607960863	0.0007949808306645397	10.0	0.85
2.0641392714267672	1.1210424750333796	0.0009372978575413506	10.0	0.85
2.3834615505416448	1.285601500348346	0.0017069734052022037	10.0	0.85
2.5280457680388237	1.3264145920889556	0.0016119661493193612	10.0	0.85
2.6647932166475865	1.3483668586736677	0.0018759702340385702	10.0	0.85
2.7948606534777936	1.3546303124852057	0.0022032891269254005	10.0	0.85
2.91913388352348	1.3389567156599373	0.006891658090150285	10.0	0.85
3.0383319720151	1.3277858745225273	0.0029352443327205304	10.0	0.85
3.1530280868899703	1.3171735822995467	0.006234862872788407	10.0	0.85
3.3707276907184314	1.2845016119516144	0.004591994809314081	10.0	0.85
3.474465876755311	1.2729468299858415	0.004831408043352269	10.0	0.85
3.5751975364300788	1.2741596959650117	0.005582463800493884	10.0	0.85
3.6731623581528865	1.2607831840537602	0.006009940456368936	10.0	0.85
3.7685843984810483	1.2671842396093207	0.007819568288128456	10.0	0.85
3.861651239648596	1.2800098796082051	0.007291514713331268	10.0	0.85
3.9525296214191123	1.314308888825572	0.008369479442275618	10.0	0.85
4.1282785428535345	1.3302030482483864	0.009546354679730315	10.0	0.85
4.213409613398039	1.3532011699356903	0.010320123104616212	10.0	0.85
4.296852443836262	1.3861423775198352	0.011473854033346225	10.0	0.85
4.378700825285221	1.4292088301350998	0.012017754059921028	10.0	0.85
4.537978984448179	1.4558432544436695	0.014119181928182779	10.0	0.85
4.615559870072927	1.483882180728155	0.015290998985888421	10.0	0.85
4.766928311700902	1.554206599566125	0.017535677202271567	10.0	0.85
4.840835711909204	1.577990372281554	0.01869998999956181	10.0	0.85
4.913638461183767	1.6067423906501563	0.019071347390396218	10.0	0.85
4.985373033847875	1.6370886812691925	0.020553570637790498	10.0	0.85
